block	trial_type	phase	turn	tokens	alpha	final_value	correct	stay	earnings	response_time
1.000000	i_84_a1.4	dec_learn	1.000000	25.000000	1.400000	84.000000	n/a	n/a	n/a	4.582
1.000000	i_84_a1.4	dec_learn	2.000000	42.000000	1.400000	84.000000	n/a	n/a	n/a	1.506
1.000000	i_84_a1.4	dec_learn	3.000000	55.000000	1.400000	84.000000	n/a	n/a	n/a	1.431
1.000000	i_84_a1.4	dec_leave	4.000000	64.000000	1.400000	84.000000	1	0	7	2.501
1.000000	i_84_a1.4	feedback	4	n/a	1.400000	84.000000	n/a	n/a	n/a	13.963
2.000000	e_78_a1.2	dec_learn	1.000000	2.000000	1.200000	78.000000	n/a	n/a	n/a	2.071
2.000000	e_78_a1.2	dec_learn	2.000000	4.000000	1.200000	78.000000	n/a	n/a	n/a	2.183
2.000000	e_78_a1.2	dec_learn	3.000000	7.000000	1.200000	78.000000	n/a	n/a	n/a	1.306
2.000000	e_78_a1.2	dec_learn	4.000000	11.000000	1.200000	78.000000	n/a	n/a	n/a	2.38
2.000000	e_78_a1.2	dec_stay	5.000000	15.000000	1.200000	78.000000	0	1	0	3.846
2.000000	e_78_a1.2	feedback	5	n/a	1.200000	78.000000	n/a	n/a	n/a	2.974
3.000000	i_88_a1.2	dec_learn	1.000000	16.000000	1.200000	88.000000	n/a	n/a	n/a	2.346
3.000000	i_88_a1.2	dec_learn	2.000000	30.000000	1.200000	88.000000	n/a	n/a	n/a	0.758
3.000000	i_88_a1.2	dec_learn	3.000000	42.000000	1.200000	88.000000	n/a	n/a	n/a	2.163
3.000000	i_88_a1.2	dec_learn	4.000000	51.000000	1.200000	88.000000	n/a	n/a	n/a	1.366
3.000000	i_88_a1.2	dec_learn	5.000000	59.000000	1.200000	88.000000	n/a	n/a	n/a	0.974
3.000000	i_88_a1.2	dec_stay	6.000000	66.000000	1.200000	88.000000	0	1	0	2.173
3.000000	i_88_a1.2	feedback	6	n/a	1.200000	88.000000	n/a	n/a	n/a	1.874
4.000000	e_59_a1.4	dec_learn	1.000000	0.000000	1.400000	59.000000	n/a	n/a	n/a	2.109
4.000000	e_59_a1.4	dec_learn	2.000000	1.000000	1.400000	59.000000	n/a	n/a	n/a	1.123
4.000000	e_59_a1.4	dec_leave	3.000000	2.000000	1.400000	59.000000	1	0	7.5	1.447
4.000000	e_59_a1.4	feedback	3	n/a	1.400000	59.000000	n/a	n/a	n/a	1.682
5.000000	e_127_a1.2	dec_learn	1.000000	3.000000	1.200000	127.000000	n/a	n/a	n/a	2.769
5.000000	e_127_a1.2	dec_stay	2.000000	7.000000	1.200000	127.000000	1	1	8	1.145
5.000000	e_127_a1.2	feedback	2	n/a	1.200000	127.000000	n/a	n/a	n/a	1.51
6.000000	i_113_a1.2	dec_leave	1.000000	21.000000	1.200000	113.000000	0	0	0	2.602
6.000000	i_113_a1.2	feedback	1	n/a	1.200000	113.000000	n/a	n/a	n/a	0.973
7.000000	e_59_a1.4	dec_learn	1.000000	0.000000	1.400000	59.000000	n/a	n/a	n/a	2.705
7.000000	e_59_a1.4	dec_learn	2.000000	1.000000	1.400000	59.000000	n/a	n/a	n/a	0.999
7.000000	e_59_a1.4	dec_learn	3.000000	2.000000	1.400000	59.000000	n/a	n/a	n/a	1.267
7.000000	e_59_a1.4	dec_learn	4.000000	3.000000	1.400000	59.000000	n/a	n/a	n/a	1.086
7.000000	e_59_a1.4	dec_leave	5.000000	5.000000	1.400000	59.000000	1	0	6.5	1.3
7.000000	e_59_a1.4	feedback	5	n/a	1.400000	59.000000	n/a	n/a	n/a	1.772
8.000000	e_166_a1.4	dec_learn	1.000000	1.000000	1.400000	166.000000	n/a	n/a	n/a	1.746
8.000000	e_166_a1.4	dec_learn	2.000000	3.000000	1.400000	166.000000	n/a	n/a	n/a	0.858
8.000000	e_166_a1.4	dec_learn	3.000000	5.000000	1.400000	166.000000	n/a	n/a	n/a	1.465
8.000000	e_166_a1.4	dec_stay	4.000000	9.000000	1.400000	166.000000	1	1	7	2.077
8.000000	e_166_a1.4	feedback	4	n/a	1.400000	166.000000	n/a	n/a	n/a	1.96
9.000000	e_166_a1.4	dec_learn	1.000000	1.000000	1.400000	166.000000	n/a	n/a	n/a	3.008
9.000000	e_166_a1.4	dec_learn	2.000000	3.000000	1.400000	166.000000	n/a	n/a	n/a	0.963
9.000000	e_166_a1.4	dec_learn	3.000000	5.000000	1.400000	166.000000	n/a	n/a	n/a	0.795
9.000000	e_166_a1.4	dec_learn	4.000000	9.000000	1.400000	166.000000	n/a	n/a	n/a	1.219
9.000000	e_166_a1.4	dec_stay	5.000000	13.000000	1.400000	166.000000	1	1	6.5	1.342
9.000000	e_166_a1.4	feedback	5	n/a	1.400000	166.000000	n/a	n/a	n/a	1.603
10.000000	i_84_a1.4	dec_learn	1.000000	25.000000	1.400000	84.000000	n/a	n/a	n/a	2.512
10.000000	i_84_a1.4	dec_learn	2.000000	42.000000	1.400000	84.000000	n/a	n/a	n/a	0.802
10.000000	i_84_a1.4	dec_leave	3.000000	55.000000	1.400000	84.000000	1	0	7.5	0.717
10.000000	i_84_a1.4	feedback	3	n/a	1.400000	84.000000	n/a	n/a	n/a	0.841
11.000000	e_127_a1.2	dec_learn	1.000000	3.000000	1.200000	127.000000	n/a	n/a	n/a	0.98
11.000000	e_127_a1.2	dec_learn	2.000000	7.000000	1.200000	127.000000	n/a	n/a	n/a	0.75
11.000000	e_127_a1.2	dec_leave	3.000000	12.000000	1.200000	127.000000	0	0	0	0.724
11.000000	e_127_a1.2	feedback	3	n/a	1.200000	127.000000	n/a	n/a	n/a	0.985
12.000000	i_116_a1.4	dec_learn	1.000000	34.000000	1.400000	116.000000	n/a	n/a	n/a	1.563
12.000000	i_116_a1.4	dec_leave	2.000000	58.000000	1.400000	116.000000	0	0	0	1.28
12.000000	i_116_a1.4	feedback	2	n/a	1.400000	116.000000	n/a	n/a	n/a	1.999
